.provi04;
17KT0501;PARTICIPACION PANAMERICANO CURAZAO KARATE
17KT0601;PARTICIPACION PREMIER LEAGUE TOLEDO ESPAãA KARATE
17KT0602;CAMPEONATO SUDAMERICANO SANTA CRUZ BOLIVIA
17KT0701;CONCENTRADO EL CAIRO EGIPTO
17KT0801;CAMPEONATO PANAMERICANO XVIII BUENOS AIRES ARG KATA KUMITE
17LC0401;LUCHA ABRIL 2017 CUBA - BRASIL
17LC0501;LUCHA MAYO 2017 CUBA - PERU
17LC0701;LUCHA JULIO AGOSTO 2017 GIRA EUROPA
17NT0101;NATACION KK ENERO 2016 EEUU
17NT0201;NADO SINCRONIZADO FEBRERO 2017 COACH EXTRANJERA
17NT0401;NADO SINCRONIZADO ABRIL 2017 COLOMBIA
17NT0402;NATACION AGUAS ABIERTAS ABRIL 2017 COLOMBIA
17NT0403;NATACION CLASICA ABRIL 2017 COLOMBIA
17NT0404;NATACION CLASICA ABRIL 2017 BRASIL
17NT0501;NATACION KRISTEL KOBRICH MAYO 2017 ARGENTINA
17NT0502;NATACION KRISTEL KOBRICH MAYO 2017 USA
17NT0503;NATACION CLAVADOS MAYO 2017 PUERTO RICO
17NT0603;NATACION CLASICA JUNIO 2017 COLOMBIA
17NT0701;NATACION KK JULIO 2017 GIRA HUNGRIA-RUSIA-ALEMANIA-FRANCIA
17NT0702;NADO SINCRONIZADO JULIO 2017 PORTUGAL
17NT0703;NADO SINCRONIZADO JULIO 2017 HUNGRIA
17NT0704;NATACION CLAVADOS JULIO 2017 HUNGRIA
17NT0801;NADO SINCRONIZADO AGOSTO 2017 PORTUGAL
17NT0802;NATACION CLASICA AGOSTO 2017 BOLIVIA
17PA0101;PATIN SOBRE HIELO ALEMANIA MOYAS - VERDUGO
17PA0102;PATIN SOBRE HIELO HOLANDA ALEMANIA CLAUDIO SANDOVAL
17PA0103;PATIN HIELO ALEMANIA HOLANDA ENERO 2017
17PA0401;PATIN CARRERA ADULTOS ALEMANIA ABRIL 2017
17PA0402;PATIN CARRERA EMANUEL SILVA ABRIL ALEMANIA 2017
17PA0403;PATIN CONCENTRACION COLOMBIA ABRIL 2017
17PA0404;HOCKEY PATIN SUIZA VARONES
17PA0405;P.CARRERA M.JOSE MOYA ABRIL A SEP ALEMANIA
17PA0501;PATINAJE ARTISTICO  ALEMANIA ITALIA MAYO 2017
17PA0503;PATIN CARRERA ALEMANIA KINE M.J MOYA MAYO 2017
17PA0504;IMPLEMENTACION EMANUEL SILVA PATIN CARRERA
17PA0601;PATINAJE ARTISTICO ARGENTINA JUNIO 2017
17PA0701;PATIN HOCKEY JUVENILES ARG MENDOZA JULIO 2017
17PA0702;PATINAJE ARTISTICO ITALIA JULIO 2017
17PA0704;CONC ALEMANIA TEC M.JOSE MOYA
17PA0801;
17PA0802;PATINAJE ARTISTICO ARGENTINA AGOSTO 2017
17PA0803;ASIGNACIONES PATIN HIELO MJ MOYA-C.VERDUGO-V. MOYA
17PA0804;
17PL0701;PARALIMPICA JULIO 2017 TURQUIA
17PM0500;
17PM0501;PENTATLON  MAYO GIRA INTER. HUNGRIA ESPAãA POLONIA
17PM0601;PENTATLON PANAMERICANO REP. DOMINICANA JUNIO 2017
17PM0801;PENTATLON MUNDIAL JUNIOR HUNGRIA AGOSTO
17PM0802;PENTATLON EGIPTO AGOSTO 2017
17PROVHC;HONORARIOS HEAD COACH 2017
17PROYHC;
17PS0301;ASIGNACIONES FECHIPETOP MARZO 2017
17PS0401;PESAS TAILANDIA ABRIL 2017
17PS0501;PESAS ECUADOR PANAMERICANO MAYO 2017
17PS06+0;
17PS0601;PESAS MUNDIAL JUVENIL JAPON JUNIO 2017
17PS0701;CONCENTRADO NACIONAL PESAS JULIO 2017
17PS0702;PANAMERICANO PESAS MIAMI JULIO 2017
17PS0704;
17R70101;RUGBY PUNTA DEL ESTE URUGUAY 2017
17R70102;PARTICIPACION SEVENS SUDAMERICANO FEMENINO CORDOBA-ARGENTINA
17R70201;RUGBY FEMENINO CORDOBA - ARGENTINA FEBRERO
17R70202;RUGBY PARTICIPACION INTERNACIONAL LAS VEGAS VANCOUVER
17R70401;PARTICIPACION CIRCUITO MUNDIAL SEVEN HONG KONG CHINA
17R70501;REPATRIACIONES JUGADORES RUGBY
17RM0102;REMO JUNIOR ENERO 2017 VALDIVIA
17RM0202;REMO FEBRERO 2017 LOS ANDES
17RM0301;REMO MARZO 2017 CURAUMA
17RM0401;REMO ABRIL 2017 CURAUMA
17RM0402;REMO ABRIL 2017 BRASIL
17RM0602;REMO JUNIO 2017 GIRA EUROPA
17RM0603;REMO JULIO 2017 GIRA EUROPA JUNIORS
17RM0801;REMO AGOSTO 2017 CONCENTRADO CURAUMA
17RPVOHC;
17TA0801;TIRO CON ARCO COPA DEL MUNDO BERLIN ALEMANIA
17TK0301;PASAJE TECNICO DE TAEKONDO
17TK0601;TAEKWONDO JUNIO MUNDIAL MUJU Y OPEN CHUNCHEON COREA DEL SUR
17TM0101;TENIS DE MESA GUSTAVO SEPULVEDA MADRID
17TM0102;TENIS DE MESA SUBVENCION FELIPE OLIVARES
17TM0103;TENIS DE MESA SUBVENCION KATHERINNE LOW
17TM0106;TENIS DE MESA SUBVENCION DANIELA ORTEGA
17TM0202;TENIS DE MESA NANNING CHINA
17TM0401;PARTICIPACION EN WT ESLOVENIA CROACIA OPEN 2017
17TM0501;PARTICIPACI”N EN WT BRAZIL OPEN 2017
17TM0502;TENIS DE CAMPO MAYO 2017 ESPAãA-ALEMANIA
17TM0701;COMPETENCIA INTERNACIONAL COPA PANAMERICANA SAN JOSE COSTA R
17TM0801;PARTICIPACION WORLD TOUR OLOMUC REPUBLICA CHECA
17TM0802;TENIS DE MESA SUBVENCION GUSTAVO GOMEZ
17TM0803;TENIS DE MESA SUBVENCION JUAN LAMADRID
17TM0901;CAMPEONATO PANAMERICANO CARTAGENA DE INDIA COLOMBIA
17TP0701;TENIS PLAYA UCRANIA
17TR0101;TRIATLON BARBARA RIVEROS ENERO AUSTRALIA
17TR0201;TRIATLON BARBARA RIVEROS AUSTRALIA FEBRERO
17TR0301;TRIATLON 2017 URUGUAY (BARRAZA)
17TR0302;TRIATLON 2017 URUGUAY JUNIOR
17TR0303;TRIATLON 2017 URUGUAY
17TR0304;TRIATLON BARBARA RIVEROS AUTRALIA - CHINA MARZO
17TR0305;TRIATLON BARBARA RIVEROS CHILE MARZO
17TR0340;
17TR0501;TRIATLON 2017 MAYO ESPAãA BARRAZA
17TR0502;TRIATLON 2017 USA (B.RIVEROS)
17TR0503;TRIATLON 2017 AUSTRALIA B.RIVEROS
17TR0602;TRIATLON 2017 JUNIO AUSTRALIA (BARRAZA)
17TR0701;TRIATLON 2017 JULIO CANADA JUNIOR
17TR0702;TRIATLON 2017 JULIO HUNG-PORT-ALEM-HOLA
17TR0801;TRIATLON 2017 AGOSTO TAHITI BARRAZA
17VKL040;
17VL0201;VOLEIBOL PLAYA 2017 ARGENTINA (DAMAS)
17VL0204;VOLEIBOL PLAYA 2017 ARGENTINA (VARONES)
17VL0301;VOLEIBOL 2017 PISO FEM PERU-CUBA
17VL0302;VOLEIBOL 2017 PISO MASC MEXICO
17VL0303;VOLEIBOL PLAYA 2017 PERU FEMENINO
17VL0305;VOLEIBOL PLAYA 2017 PERU MASCULINO
17VL0401;VOLEIBOL PLAYA VENEZUELA (DAMAS)
17VL0402;VOLEIBOL PLAYA VENEZUELA (VARONES)
17VL0501;VOLEIBOL PLAYA 2017 MAYO BRASIL FEM
17VL0502;VOLEIBOL PLAYA 2017 MAYO BRASIL MASC
17VL0503;VOLEIBOL PLAYA 2017 MAYO BRASIL-SUIZ-RUS
17VL0504;VOLEIBOL PISO 2017 ABRIL-MAYO REP.DOM-CTA RICA
17VL0505;VOLEIBOL PISO 2017 CANADA
17VL0601;VOLEIBOL 2017 JUNIO PERU PISO DAMAS
17VL0602;VOLEIBOL PLAYA 2017 JUNIO EUROPA (GRIMALT)
17VL0604;
17VL0702;VOLEIBOL 2017 PISO JULIO ARGENTINA
17VL0703;VOLEIBOL 2017 JUNIO CHINA
17VL0704;VOLEIBOL 2017 PLAYA JULIO AUSTRIA
17VL0801;
17VL0802;
17VL0803;VOLEIBOL 2017 AGOSTO DAMAS COLOMBIA
18006801;
19605582;
19666601;
19EG0901;
19PA0801;
20000000;
20102002;
20301002;
21501290;
23700000;
24280346;
27188590;
30000000;
34200000;
55500000;
60267070;
61070000;
61107000;
65040479;
65634250;
79547750;
79569020;
7BX05010;
96637250;
adm00000;
ADUANA16;IMPORTACION CANOAS AGUAS BLANCAS
an000000;
APERTURA;APERTURA
APERTUTA;
AT050500;ATLETISMO BOLIVIA MAYO 2016
atcl0101;
BI000574;HANDBALL MASCULINO BICENTENARIO
CICLISMO;
d0000000;
D0810461;PREP INTERL DEPORT DE ALTO REND (Canotaje)
D0810751;GIMNASIA ARTISTICA FEMENINA
D0810821;LUCHA
D0810871;PENTATLON MODERNO 1
D0810941;TIRO AL BLANCO 1
D0811921;CICLISMO 4
D0812051;GIMNASIA ARTISTICA  MASCULINA
D0812151;JUDO
D0812401;TAEKWONDO 2
D0812541;TIRO AL VUELO 2
D0812831;HANDBALL FEMENINO
D0812861;HANDBALL MASCULINO 1
D0812911;BASQUETBOL FEMENINO
D0818660;TIRO CON ARCO 2
D0818661;TIRO CON ARCO 2
d0818721;BASQUETBALL FEMENINO 3
D0818951;VOLEIBOL FEMENINO 2
D0824611;HOCKEY CESPED FEMENINO
D0901161;(ATLETISMO 1) CONCENTRACION INTERNACIONAL DEPORTISTAS ADO
D0901801;ATLETISMO 4
D0901871;JUDO 4
D0901881;JUDO
D0902681;TIRO AL VUELO
D0902701;DEPORTES ACUATICOS
D0902711;DEPORTE ACUATICO 2
D0902741;ESGRIMA 1 CONCENTRACION INTERN DEPORTISTAS ADO
D0903121;KARATE 2
D0903141;KARATE 4
D0903401;LEVAN PESAS CONCENTRACION INTERN DEPORTISTAS ADO
D0903951;LEVANTAMIENTO DE PESAS
D0903961;PESAS
D0903990;
D0903991;LUCHA 2 CONCENTRACION INTERN DEPORTISTAS ADO
D0904021;TAEKWONDO 1
D0904061;PENTATLON MOD CONCENTRACION INTERN DEPORTISTAS ADO
D0904071;PENTATLON MODERNO 2
D0904101;REMO 2 CONCENTRACION INTERN DEPORTISTAS ADO
D0904131;TENIS 2 CONCENTRACION INTERN DEPORTISTAS ADO
D0904631;TIRO AL BLANCO 2
D0904701;BASQUETBOL FEMENINO 2
D0904761;TRIATLON 2
D0904921;HOCKEY CESPED FEMENINO
D0905411;TIRO CON ARCO 3 CONCENTRACION INTERN DEPORTISTAS ADO
D0906441;BASQUETBOL MASCULINO 5
D0908181;DIFUSION
D1003251;ATLETISMO 1
D1003311;TIRO AL VUELO 1
D1003331;TENIS 1
D1003351;TENIS 2
d1003571;
D1003591;PESAS 1
D1003621;NATACION 1
D1003701;KARATE 1
D1003781;JUDO 1
D1003831;HOCKEY PATINAJE 1
D1003901;GIMNASIA 1
D1003921;GIMNASIA 2
D1003951;ESGRIMA 1
D1004011;CICLISMO 1
D1004031;CICLISMO 2
D1103357;
D1103451;BOXEO
D1103571;RADIO
D1200361;(BASKETBALL) LIGA MOVISTAR 4 EQUIPOS TRANSPORTE
D1201061;BASQUETBOL LIGA CLARO
D1201071;LIGA BASQUETBOL
D1202511;(TENIS DE CAMPO) APOYO A DEPORTISTAS DESTACADOS 2012
D1202611;Campa_as de difusiÑn TV (DifusiÑn)
D1202761;TENIS
D1202821;DIFUSION
D1203091;DIFUSION PUBLICIDAD REVISTA COSAS
D1203111;PublicaciÑn Revista Paula (DifusiÑn)
D1204001;
D1240013;LIGA MOVISTAR 18 EQ BASQUETBOL
D1240035;LIGA MOVISTAR 8 EQ BASQUETBOL
D1240082;BASQUETBOL
D1240085;LIGA MOVISTAR 8 EQ BASQUETBOL
D1240087;LIGA MOVISTAR 8 EQ BASQUETBOL
D1240107;LIGA CLARO 18 EQ BASQUETBOL
D1240261;DIFUSION CAMPAãA DE DIFUSION TV
d1240307;DIFUSION EL MERCURIO
D1240311;DIFUSION PUBLICACION REVISTA PAULA
d1240330;
D1302410;
D1302431;CONCENTRADOS NACIONALES DEPORTISTAS ELITE ALTO REND
D1302480;
D1302481;DIFUSION RADIO PROGRAMA RADIAL
D1302531;(DIFUSION) CANAL DEL DEPORTE CDO RUGBY
d1302540;
D1302541;DIFUSION PROGRAMA CDO DEPORTES VARIOS
D1302641;Prep.seleccionado patinaje (Patinaje)
D1340264;PATINAJE
D1403240;
D1403241;Concentrado Internacional(B.Masculino)
D1403290;JUDO CONCENTRADO INTERNACIONAL
D1403291;Concentrado Internacional (Judo)
D1403331;NOCORRESPONDE
D1403341;Concentrado Internacional (Tiro al B.)
D1403351;Concentrado Internacional (TriatlÑn)
D1403361;NO CORRESPONDE
D1403371;Concentrado Internacional 2 (Voleibol)
D1403381;Concentrado Internacional 3 (Voleibol)
D1404033;
D1440324;BASQUETBOL MASCULINO
D1440326;NATACION  CONCENTRACION  INTERNACIONAL
D1440328;ESGRIMA CONSENTRADO INTERNACIONAL
D1440329;JUDO CONCENTRADO INTERNECIONAL
D1440330;PATINAJE
D1440331;PESAS
D1440332;REMO
D1440333;RUGBY CONCENTRADO INTERNACIONAL
D1440334;TIRO AL BLANCO CONCENTRADO INTERNACIONAL
D1440335;TRIATLON CONCENTRADO INTERNACIONAL
D1440336;VOLEIBOL CONCENTRADO INTERNACIONAL
D1440337;VOLEIBOL 2
D1440338;VOLEIBOL 3
D1450268;
d1540268;Triatlon
D1540273;TRIATLON
D1540286;TENIS
D1540290;TENIS
D1540299;JUDO
D1540303;KARATE
D1540304;KARATE 2  CONCENTRADO INTERNACIONAL
D1540330;
D1570284;Programa Radial 1 (DifusiÑn)
d9027110;
DC060396;GIMNASIA
DC060397;GIMNASIA
DC060401;JUDO
DC060405;PESAS
DC060409;NATACION
DC060416;NAV. A VELA
DC060424;T. DE MESA
DC060425;T. DE MESA
DC060435;HOCKEY Y PATINAJE
DC060437;KARATE
DC060438;KARATE
DC060443;M.ESCRITOS
DC060450;TELEVISION
DC090555;ATLETISMO
DC090559;BOWLING
DC090566;CANOTAJE
DC090573;CICLISMO
DC090575;CICLISMO
DC090577;DEPORTES ACUATICOS
DC090585;DEPORTES ACUATICOS
DC090588;DEPORTES ACUATICOS
DC090591;ESGRIMA
DC090618;H.PATINAJE
DC090621;H.PATINAJE
DC090623;JUDO
DC090624;JUDO
DC090628;BASQUETBOL
DC090631;PESAS
DC090632;BASQUETBALL FEMENINO
DC090638;LUCHA
DC090641;BASQUETBOLL
DC090644;BASQUETBALL MASCULINO
DC090657;REMO
DC090660;REMO
DC090661;VOLEIBOL FEMENINO
DC090665;VOLEIBOL
DC090670;VOLEIBOL MASCULINO
DC090671;TENIS
DC090677;VOLEIBOL
DC090679;T. DE MESA
DC090681;HANDBALL FEMENINO
DC090683;HANDBALL FEMENINO
DC090688;HANDBALL MASCULINO
DC090690;HANDBALL MASCULINO
DC090694;T. DE MESA
DC090698;T. AL BLANCO
DC090699;T. AL VUELO
DC090703;T. CON ARCO
DC090705;TRIATLON
DC090706;T. CON ARCO
DC090708;TRIATLON
DC090711;NAV. A VELA
DC090712;NAV. A VELA
DC090713;NAV. A VELA
DP000000;
EF000000;
F.173708;
fc000000;
FEDERACI;
gasdto51;
GAST0206;
GAST1010;
GAST1230;
GAST5160;
GAST5210;
GASTI206;
GASTI516;
GASTIO51;
gasto000;
GASTO101;MATERIAL IMPRESO
GASTO102;SUSCRIPCIONES DIARIOS Y REVISTAS
GASTO103;ARRIENDOS DE VEHICULOS Y FLETES
GASTO104;CAMPAãAS DE RADIO
GASTO105;CAMPAãAS DE TELEVISION
GASTO106;CAMPAãAS DE VIA PUBLICA
GASTO107;CAMPAãAS DE DIARIOS Y REVISTAS
GASTO108;GIGANTOGRAFIAS  Y PENDONES
GASTO109;ROPA PUBLICITARIA
GASTO110;ESTAMPADOS
GASTO111;SERVICIOS DE PRODUCCION EVENTOS
GASTO113;AUSPICIOS EVENTOS
GASTO114;COMISIONES POR SERVICIOS
GASTO115;AUDITORIAS Y SERVICIOS DE ASESORIA
GASTO116;MANTENCION WEB
GASTO117;ENCUESTAS
GASTO118;MERCHANDISING
GASTO119;ACTIVIDADES PROMOCIONALES
GASTO120;GASTO REPRESENTACION
GASTO121;CONVENIO C.L.C
GASTO122;ATENCIONES MEDICAS DEPORTISTAS
GASTO123;CAMPAãAS REDES SOCIALES
GASTO126;
GASTO201;SEGUROS GENERALES
GASTO202;LUZ
GASTO203;AGUA
GASTO204;TELEFONOS CELULARES
GASTO205;CORREO CURIER
GASTO206;MATERIAL DE OFICINA
GASTO207;MATERIAL DE ASEO
GASTO208;MATERIAL COMPUTACIONAL
GASTO209;MANTENCION DE EQUIPOS Y EDIFICIO
GASTO210;PASAJES Y MOVILIZACION
GASTO211;ALIMENTACION PERSONAL
GASTO212;ALOJAMIENTO PERSONAL
GASTO213;GASTOS NOTARIALES
GASTO214;GASTOS REUNIONES
GASTO215;FOTOCOPIADORA
GASTO216;GASTO REUNION PROYECTO TEAM
GASTO301;GASTOS BANCARIOS
GASTO302;IMPUESTOS BANCARIOS
GASTO303;COMISIONES BANCARIAS
GASTO401;OTROS GASTOS
GASTO404;IMPUESTO RENTA
GASTO501;SUELDOS ADMINISTRACION
GASTO502;SUELDOS TEAM CHILE
GASTO503;SULEDOS COMUNICACIONES
GASTO504;SUELDOS MARKETING
GASTO505;SUELDO GERENCIA GENERAL
GASTO506;AREA  TECNICOS
GASTO507;SEGURIDAD Y PREVENCION SOCIAL
GASTO508;VIATICOS AL PERSONAL
GASTO509;DESAHUCIO
GASTO510;VACACIONES PROPORCIONALES
GASTO511;HONORARIOS
GASTO512;VIATICOS A DEPORTISTAS
GASTO513;INDEMNIZACION AãOS DE SERVICIO
GASTO514;LEYES SOCIALES
GASTO515;ADMINISTRACION
GASTO516;BECA ADO MAS
GASTO517;AGUINALDOS
GASTO518;LIGAS BALON MANO 2017 (FP)
GASTO519;REEMBOLSO ACTIVIDADES DEPORTISTAS
GASTO520;CAPACITACIONES
GASTO521;ACTIVIDADES DEPORTIVAS FONDOS PROPIOS
GASTO522;DAR CHILE
GASTOS02;
GASTP108;
GASTRO20;
GATSO516;
ghastos2;
GSTO2012;
GSTO5160;
GTASTO51;
igre0010;
INGFRE00;
INGRE000;
INGRE001;INGRESOS
ingre002;
INGRE003;
INGRE004;
INGRE011;
INVE0001;INVERSIONES Y DEPOSITOS A PLAZO
KT040100;
LC070100;
OF 348 2;
ONGRE001;
OTROS000;
PR9OVI04;
PROV.IND;PROVISORIO IND 2015
PROV0000;
PROV0150;DONACIONES
PROV2016;IND BOLETAS GARANTIA  2016
PROVADM0;PROVISORIO ADMINISTRACION
PROVASIG;PROVISORIO ASIGNACIONES DEPORTISTAS
PROVI000;
PROVI001;FEDERACION AEREA
PROVI002;FEDERACION AUTOMOVILISMO
PROVI003;FEDERACION AIKIDO
PROVI004;FEDERACION AJEDREZ
PROVI005;FEDERACION ANDINISMO
PROVI006;FEDERACION ATLETICA
PROVI007;FEDERACION AUTOMOVILISMO
PROVI008;FEDERACION BADMINTON
PROVI009;FEDERACION BASQUETBOL
PROVI010;FEDERACION BEISBOL
PROVI011;FEDERACION BIATHLON
PROVI012;FEDERACION BILLAR
PROVI013;FEDERACION BOCHAS
PROVI014;FEDERACION BOWLING
PROVI015;FEDERACION BOXEO
PROVI016;FEDERACION BRIDGE
PROVI017;FEDERACION CANOTAJE
PROVI018;FEDERACION CAZA Y PESCA
PROVI019;FEDERACION CICLISMO
PROVI020;FEDERACION DEPORTES SUBMARINOS
PROVI021;FEDERACION ECUESTRE
PROVI022;FEDERACION ESGRIMA
PROVI023;FEDERACION ESQUI ACUATICO
PROVI024;FEDERACION FULL CONTAC
PROVI025;FEDERACION FUTBOL
PROVI026;FEDERACION FUTSAL
PROVI027;FEDERACION GIMNASIA
PROVI028;FEDERACION GOLF
PROVI029;FEDERACION DE HANDBALL
PROVI030;FEDERACION HOCKEY CESPED
PROVI031;FEDERACION HOCKEY Y  PATINAJE
PROVI032;FEDERACION JUDO
PROVI033;FEDERACION KARATE DO
PROVI034;FEDERACION KENDO
PROVI035;FEDERACION LUCHA
PROVI036;FEDERACION MOTOCICLISMO
PROVI037;FEDERACION PENTATHLON
PROVI038;FEDERACION PESAS
PROVI039;FEDERACION POLO
PROVI040;FEDERACION RACQUETBOL
PROVI041;FEDERACION REMO
PROVI042;FEDERACION RODEO
PROVI043;FEDERACION RUGBY
PROVI044;FEDERACION SKY & SNOWBOARD
PROVI045;FEDERACION SQUASH
PROVI046;FEDERACION SURF
PROVI047;FEDERACION TAEKWONDO
PROVI048;FEDERACION TENIS
PROVI049;FEDERACION TENIS DE MESA
PROVI050;FEDERACION TIRO AL BLANCO
PROVI051;FEDERACION TIRO AL VUELO
PROVI052;FEDERACION TIRO CON ARCO
PROVI053;FEDERACION TRIATLON
PROVI054;FEDERACION VOLEIBOL
PROVI055;FEDERACION PARALIMPICA
PROVI056;FEDERACION PELOTA VASCA
PROVI057;FEDERACION NATACION
PROVI058;LIGA BASQUETBOL
PROVI059;LIGA HANDBALL
PROVI060;LIGA RUGBY
PROVI061;LIGA VOLEIBOL
PROVI062;FEDERACION SKI ALPINO
PROVI063;BARBARA RIVEROS
PROVI064;FEDERACION VELA
PROVI090;
PROVI330;
PROVITEC;
PROVO017;
PROVTECH;PROVISORIO HONORARIOS TECNICO
PRVI0540;
PRVI0550;
PV 231 S;
PV 252 P;
PV 304 J;
PV 356 T;
PV 364 T;
PV 418 C;
PV 561 R;
PV 581 V;
PV000000;
ropachoc;
ROPACOCH;INDUMENTARIA DEPORTIVA ADO COCH
S1003621;
S17JD060;
SALDO001;Saldo disponible Caja
SUELDO00;
TEAM0001;FEDERACION AEREA
TEAM0002;FEDERACION AUTOMOVILISMO
TEAM0003;FEDERACION AIKIDO
TEAM0004;FEDERACION AJEDREZ
TEAM0005;FEDERACION ANDINISMO
TEAM0006;FEDERACION ATLETICA
TEAM0007;FEDERACION AUTOMOVILISMO
TEAM0008;FEDERACION BADMINTON
TEAM0009;FEDERACION BASQUETBOL
TEAM0010;FEDERACION BEISBOL
TEAM0011;FEDERACION BIATHLON
TEAM0012;FEDERACION BILLAR
TEAM0013;FEDERACION BOCHAS
TEAM0014;FEDERACION BOWLING
TEAM0015;FEDERACION BOXEO
TEAM0016;FEDERACION BRIDGE
TEAM0017;FEDERACION CANOTAJE
TEAM0018;FEDERACION CAZA Y PESCA
TEAM0019;FEDERACION CICLISMO
TEAM0020;FEDERACION DEPORTES SUBMARINOS
TEAM0021;FEDERACION ECUESTRE
TEAM0022;FEDERACION ESGRIMA
TEAM0023;FEDERACION ESQUI ACUATICO
TEAM0024;FEDERACION FULL CONTAC
TEAM0025;FEDERACION FUTBOL
TEAM0026;FEDERACION FUTSAL
TEAM0027;FEDERACION GIMNASIA
TEAM0028;FEDERACION GOLF
TEAM0029;FEDERACION HANDBALL
TEAM0030;FEDERACION HOCKEY CESPED
TEAM0031;FEDERACION HOCKEY Y PATINAJE
TEAM0032;FEDERACION JUDO
TEAM0033;FEDERACION KARATE DO
TEAM0034;FEDERACION KENDO
TEAM0035;FEDERACION LUCHA
TEAM0036;FEDERACION MOTOCICLISMO
TEAM0037;FEDERACION PENTATHLON
TEAM0038;FEDERACION PESAS
TEAM0039;FEDERACION POLO
TEAM0040;FEDERACION RACQUETBOL
TEAM0041;FEDERACION REMO
TEAM0042;FEDERACION RODEO
TEAM0043;FEDERACION RUGBY
TEAM0044;FEDERACION SKY & SNOWBOARD
TEAM0045;FEDERACION SQUASH
TEAM0046;FEDERACION SURF
TEAM0047;FEDERACION TAEKWONDO
TEAM0048;FEDERACION TENIS
TEAM0049;FEDERACION TENIS DE MESA
TEAM0050;FEDERACION TIRO AL BLANCO
TEAM0051;FEDERACION TIRO AL VUELO
TEAM0052;FEDERACION TIRO CON ARCO
TEAM0053;FEDERACION TRIATLON
TEAM0054;FEDERACION VOLEIBOL
TEAM0055;FEDERACION PARALIMPICA
TEAM0056;FEDERACION PELOTA VASCA
TEAM0057;FEDERACION NATACION
TEAM0058;LIGA BASQUETBOL
TEAM0059;LIGA HANDBALL
TEAM0060;LIGA RUGBY
TEAM0061;LIGA VOLEIBOL
TEAM0062;FEDERACION SKI ALPINO
TEAM0063;BARBARA RIVEROS
TEAM0064;FEDERACION VELA
TEAM0190;
tras0000;
tras0010;
TRASP000;
TRASP001;TRASPASO DE FONDOS
TRASP002;
